cell_id,scenario,snr_db,beam_index,nmse_mmse,nmse_ai,attack_type,attack_severity,trust_score,step,ue_count,load,twin_fidelity,x_m,y_m
CELL_012,UMi,15.92,9,0.002,0.001,normal,0.0,0.9508,9,23,0.723,0.9599,52.2,345.0
CELL_013,UMa,13.44,5,0.002,0.001,normal,0.0,0.9842,9,30,0.923,0.9599,188.7,342.0
CELL_014,THz,8.6,5,0.01587,0.004174,normal,0.0,0.9999,9,36,0.922,0.9597,370.6,331.5
CELL_015,RIS,25.12,18,0.017953,0.002355,normal,0.0,0.9695,9,32,0.879,0.9598,497.4,361.9
CELL_016,InH,22.87,30,0.029678,0.004365,normal,0.0,0.9783,9,8,0.675,0.9597,665.1,368.2
CELL_017,NTN-LEO,21.9,12,0.002,0.001,normal,0.0,0.9818,9,9,0.809,0.9599,822.7,328.3
CELL_018,RMa,8.59,30,0.087156,0.019792,normal,0.0,0.9795,9,26,0.428,0.9584,80.5,511.1
CELL_019,RMa,5.83,10,0.376591,0.091626,normal,0.0,0.9758,9,26,0.389,0.9527,199.3,490.4
CELL_020,UMa,19.12,25,0.006666,0.001013,normal,0.0,0.9745,9,27,0.921,0.9599,338.2,503.6
CELL_021,RIS,9.23,18,0.011727,0.003475,normal,0.0,0.9632,9,8,0.606,0.9597,519.4,467.6
CELL_022,THz,12.13,5,0.010178,0.003064,normal,0.0,0.9989,9,12,0.912,0.9598,648.3,499.7
CELL_023,RMa,10.3,9,0.398041,0.08177,normal,0.0,0.975,9,35,0.653,0.9535,803.3,514.1
CELL_000,RMa,10.65,10,0.081341,0.016035,normal,0.0,0.9807,10,30,0.674,0.9587,72.1,58.2
CELL_001,THz,20.46,10,0.002,0.001,normal,0.0,0.9809,10,25,0.895,0.9599,201.1,62.5
CELL_002,UMa,5.83,31,0.017036,0.004132,normal,0.0,0.9555,10,33,0.414,0.9597,353.3,43.1
CELL_003,RIS,7.35,0,0.002,0.001,normal,0.0,0.9542,10,31,0.342,0.9599,494.0,50.0
CELL_004,UMi,3.81,19,0.796897,0.190147,csi_spoofing,0.813,0.1429,10,25,0.572,0.896,661.3,67.1
CELL_005,NTN-LEO,8.32,28,0.125338,0.038702,normal,0.0,0.9805,10,8,0.631,0.9569,803.8,67.7
CELL_006,UMi,9.0,14,0.522447,0.118157,normal,0.0,0.9832,10,23,0.78,0.9505,60.4,209.7
CELL_007,NTN-LEO,8.79,18,0.266805,0.061428,normal,0.0,0.994,10,33,0.304,0.9551,212.8,217.0
CELL_008,UMi,12.66,1,0.008523,0.00201,normal,0.0,0.9678,10,15,0.366,0.9598,362.9,217.8
CELL_009,UMa,20.98,12,0.004236,0.001,normal,0.0,0.9925,10,37,0.657,0.9599,513.1,182.4
CELL_010,NTN-LEO,5.13,11,0.075248,0.022195,normal,0.0,0.9546,10,26,0.623,0.9582,649.4,203.3
CELL_011,UMa,17.41,28,0.002,0.001,normal,0.0,0.9621,10,34,0.764,0.9599,790.5,192.3
CELL_012,InH,0.79,14,0.365018,0.160008,normal,0.0,0.9592,10,13,0.388,0.9472,29.4,359.8
CELL_013,RMa,16.19,26,0.002,0.001,normal,0.0,0.9575,10,30,0.363,0.9599,208.7,345.1
CELL_014,UMi,7.28,23,1.093952,0.187121,jamming,0.6191,0.1306,10,21,0.22,0.9079,347.4,351.4
CELL_015,NTN-LEO,4.4,28,0.014706,0.005763,normal,0.0,0.9656,10,18,0.903,0.9595,504.7,348.2
CELL_016,RMa,15.13,5,0.002,0.001,normal,0.0,0.9807,10,32,0.449,0.9599,655.7,355.2
CELL_017,RIS,24.05,22,0.002,0.001,normal,0.0,0.9782,10,26,0.664,0.9599,787.4,359.6
CELL_018,InH,9.55,20,0.074245,0.015868,normal,0.0,0.9973,10,20,0.457,0.9587,28.4,508.7
CELL_019,UMa,15.86,23,0.002,0.001,normal,0.0,0.952,10,28,0.638,0.9599,217.9,513.5
CELL_020,THz,19.49,31,0.092724,0.020927,normal,0.0,0.9691,10,28,0.512,0.9583,329.9,517.3
CELL_021,NTN-LEO,6.3,16,0.504818,0.07853,csi_spoofing,0.6049,0.3625,10,31,0.779,0.9174,494.2,484.3
CELL_022,THz,13.11,9,0.286295,0.05267,false_csi_injection,0.6461,0.3436,10,8,0.323,0.917,659.8,489.1
CELL_023,RMa,21.01,19,0.024633,0.002899,normal,0.0,0.993,10,13,0.908,0.9598,811.0,501.1
CELL_000,NTN-LEO,13.73,7,0.069517,0.012096,normal,0.0,0.982,11,32,0.794,0.959,55.2,60.8
CELL_001,UMa,19.45,2,0.009618,0.001221,normal,0.0,0.9515,11,8,0.259,0.9599,199.7,42.1
CELL_002,RIS,20.1,29,0.002,0.001,normal,0.0,0.9671,11,30,0.895,0.9599,365.3,44.1
CELL_003,UMa,19.03,5,0.003456,0.001,normal,0.0,0.9647,11,36,0.575,0.9599,509.5,57.1
CELL_004,THz,-3.55,24,0.276249,0.124008,normal,0.0,0.9828,11,34,0.418,0.9501,663.3,65.1
CELL_005,NTN-LEO,8.75,28,0.00521,0.001768,normal,0.0,0.9838,11,36,0.419,0.9599,807.5,56.0
CELL_006,RIS,26.18,0,0.034915,0.003908,pilot_contamination,0.5355,0.3087,11,13,0.77,0.9276,51.8,208.6
CELL_007,NTN-LEO,10.08,6,0.21016,0.057537,normal,0.0,0.9958,11,11,0.572,0.9554,214.7,206.4
CELL_008,InH,8.66,7,0.387494,0.086031,normal,0.0,0.9834,11,15,0.276,0.9531,358.7,187.6
CELL_009,RMa,10.8,2,0.033133,0.006658,normal,0.0,0.9839,11,24,0.38,0.9595,482.2,195.2
CELL_010,RIS,12.56,18,0.013144,0.001558,false_csi_injection,0.6521,0.3304,11,33,0.385,0.9207,643.8,193.5
CELL_011,FR2-mmWave,18.16,25,0.002,0.001,normal,0.0,0.9834,11,12,0.214,0.9599,802.1,217.9
CELL_012,THz,12.33,23,0.552692,0.144794,csi_spoofing,0.1172,0.84,11,39,0.477,0.9414,52.1,341.1
CELL_013,UMi,18.51,3,0.002,0.001,normal,0.0,0.9537,11,10,0.481,0.9599,190.6,358.9
CELL_014,UMi,14.58,26,0.036748,0.006238,normal,0.0,0.9565,11,11,0.75,0.9595,353.3,340.4
CELL_015,THz,9.9,4,0.62912,0.205127,normal,0.0,0.9873,11,30,0.404,0.9436,502.7,342.8
CELL_016,UMi,9.13,7,0.269715,0.090311,normal,0.0,0.9886,11,21,0.852,0.9528,655.5,337.1
CELL_017,NTN-LEO,12.96,15,1.097557,0.194356,normal,0.0,0.99,11,39,0.935,0.9445,826.5,347.5
CELL_018,RMa,17.46,3,0.02407,0.0034,normal,0.0,0.9626,11,37,0.792,0.9597,43.8,503.3
CELL_019,RMa,33.72,7,0.002,0.001,normal,0.0,0.9521,11,8,0.409,0.9599,211.1,490.2
CELL_020,RMa,9.85,16,0.011744,0.002399,normal,0.0,0.951,11,26,0.639,0.9598,369.9,499.2
CELL_021,FR2-mmWave,17.46,1,0.018715,0.003585,normal,0.0,0.9817,11,17,0.46,0.9597,505.2,498.5
CELL_022,UMi,17.51,5,0.068809,0.009741,pilot_contamination,0.2761,0.6536,11,34,0.466,0.9427,639.2,463.4
CELL_023,NTN-LEO,16.55,12,0.002,0.001,normal,0.0,0.9552,11,20,0.885,0.9599,803.3,503.5
CELL_000,RMa,16.15,16,0.05716,0.009817,normal,0.0,0.9859,12,29,0.717,0.9592,59.8,51.0
CELL_001,FR2-mmWave,10.39,11,0.002098,0.001,data_poisoning,0.2337,0.7584,12,19,0.479,0.9459,190.1,32.2
CELL_002,RIS,11.01,22,0.01159,0.002307,normal,0.0,0.9928,12,27,0.636,0.9598,350.2,60.8
CELL_003,FR2-mmWave,13.75,27,0.002,0.001,normal,0.0,0.9852,12,16,0.612,0.9599,496.2,76.4
CELL_004,THz,10.38,16,0.004079,0.001,false_csi_injection,0.8485,0.115,12,25,0.688,0.909,656.2,59.0
CELL_005,RMa,18.95,29,0.025169,0.002085,pilot_contamination,0.5443,0.3362,12,15,0.474,0.9272,792.5,50.9
CELL_006,RMa,19.43,14,0.002,0.001,pilot_contamination,0.2729,0.6452,12,17,0.272,0.9435,62.5,196.5
CELL_007,UMa,16.15,26,0.002,0.001,normal,0.0,0.986,12,23,0.334,0.9599,190.7,193.6
CELL_008,InH,7.98,5,1.2,0.386603,data_poisoning,0.751,0.2218,12,23,0.457,0.884,375.0,208.7
CELL_009,NTN-LEO,8.36,29,0.002,0.001,normal,0.0,0.9668,12,18,0.593,0.9599,512.7,206.2
CELL_010,UMi,6.47,3,0.959525,0.231837,normal,0.0,0.981,12,9,0.501,0.9415,665.1,216.3
CELL_011,FR2-mmWave,9.89,28,0.040858,0.011816,normal,0.0,0.9818,12,28,0.526,0.9591,799.0,171.6
CELL_012,NTN-LEO,17.94,23,0.046533,0.007799,backdoor,0.4388,0.5387,12,23,0.871,0.933,47.6,339.1
CELL_013,FR2-mmWave,8.19,8,0.002,0.001,normal,0.0,0.954,12,30,0.327,0.9599,213.4,342.1
CELL_014,RMa,6.74,0,0.263069,0.061677,normal,0.0,0.9744,12,16,0.905,0.9551,325.2,345.7
CELL_015,RMa,22.17,19,0.017176,0.001922,normal,0.0,0.9827,12,39,0.598,0.9598,497.9,356.5
CELL_016,THz,12.29,20,0.020703,0.004347,normal,0.0,0.9973,12,17,0.431,0.9597,667.3,369.3
CELL_017,UMa,31.55,18,0.002,0.001,pilot_contamination,0.3622,0.522,12,28,0.865,0.9382,779.3,336.4
CELL_018,RMa,-5.0,1,0.985886,0.29992,normal,0.0,0.9593,12,26,0.447,0.936,66.4,511.7
CELL_019,NTN-LEO,14.66,9,0.00276,0.001,normal,0.0,0.9997,12,21,0.564,0.9599,206.0,492.3
CELL_020,UMa,12.3,4,0.029222,0.005362,normal,0.0,0.9609,12,27,0.764,0.9596,377.5,497.9
CELL_021,RIS,21.5,11,0.007167,0.001225,csi_spoofing,0.1829,0.8126,12,17,0.328,0.9489,524.7,477.4
CELL_022,UMi,15.15,9,0.011973,0.002541,normal,0.0,0.9569,12,34,0.543,0.9598,640.9,527.0
CELL_023,NTN-LEO,5.43,29,0.162073,0.055389,normal,0.0,0.9712,12,37,0.781,0.9556,805.6,489.8
CELL_000,THz,3.21,30,1.2,0.423649,jamming,0.8147,0.05,13,19,0.823,0.8772,38.9,58.2
CELL_001,NTN-LEO,5.57,30,0.052877,0.019957,normal,0.0,0.993,13,35,0.657,0.9584,174.9,35.3
CELL_002,RMa,8.0,15,0.005132,0.001136,normal,0.0,0.959,13,32,0.568,0.9599,340.9,18.1
CELL_003,NTN-LEO,13.06,30,0.048195,0.011735,normal,0.0,0.9954,13,28,0.39,0.9591,481.8,68.2
CELL_004,RIS,-2.1,3,0.007408,0.003326,normal,0.0,0.9541,13,37,0.664,0.9597,635.1,45.3
CELL_005,InH,11.05,15,0.102069,0.020421,normal,0.0,0.9891,13,39,0.424,0.9584,786.1,64.8
CELL_006,UMi,-2.56,4,0.926593,0.288278,normal,0.0,0.9584,13,13,0.457,0.9369,54.5,211.3
CELL_007,RIS,9.3,22,0.0062,0.001274,data_poisoning,0.7168,0.2754,13,12,0.288,0.9169,207.3,215.7
CELL_008,UMa,5.36,1,0.983083,0.37348,normal,0.0,0.9749,13,29,0.828,0.9301,350.0,206.0
CELL_009,RIS,20.12,19,0.020515,0.001798,csi_spoofing,0.4679,0.5069,13,18,0.542,0.9318,498.4,203.1
CELL_010,UMa,17.85,31,0.012879,0.001295,csi_spoofing,0.4882,0.4773,13,36,0.939,0.9306,657.3,195.3
CELL_011,THz,0.49,12,0.137815,0.060966,normal,0.0,0.9864,13,12,0.309,0.9551,811.4,208.7
CELL_012,UMi,18.5,4,0.003473,0.001,normal,0.0,0.974,13,8,0.536,0.9599,35.0,356.7
CELL_013,UMi,0.46,6,0.208905,0.09249,normal,0.0,0.9946,13,8,0.648,0.9526,193.8,357.3
CELL_014,InH,27.95,16,0.002,0.001,normal,0.0,0.972,13,19,0.827,0.9599,331.2,368.3
CELL_015,RIS,12.64,0,0.074014,0.02187,normal,0.0,0.9862,13,22,0.495,0.9583,471.8,340.2
CELL_016,THz,17.29,12,0.008974,0.002217,normal,0.0,0.9731,13,11,0.793,0.9598,634.9,359.6
CELL_017,RMa,30.81,19,0.00264,0.001,normal,0.0,0.9791,13,15,0.459,0.9599,812.6,341.9
CELL_018,FR2-mmWave,12.92,21,0.010524,0.001189,csi_spoofing,0.7063,0.2463,13,27,0.321,0.9175,48.4,493.4
CELL_019,FR2-mmWave,22.02,27,0.014668,0.002967,normal,0.0,0.9892,13,20,0.251,0.9598,181.5,502.9
CELL_020,NTN-LEO,1.72,4,0.030132,0.008568,normal,0.0,0.9598,13,17,0.236,0.9593,348.4,508.9
CELL_021,InH,7.34,18,0.04472,0.015916,normal,0.0,0.9742,13,14,0.524,0.9587,521.7,496.1
CELL_022,NTN-LEO,16.35,25,0.422537,0.063259,normal,0.0,0.9764,13,34,0.458,0.9549,662.0,511.2
CELL_023,FR2-mmWave,6.97,8,1.153667,0.415748,normal,0.0,0.9841,13,21,0.597,0.9267,817.6,512.0
CELL_000,FR2-mmWave,18.78,2,0.011142,0.002591,normal,0.0,0.9856,14,18,0.465,0.9598,43.9,50.4
CELL_001,NTN-LEO,27.26,8,0.002,0.001,normal,0.0,0.9778,14,20,0.336,0.9599,210.0,59.1
CELL_002,FR2-mmWave,24.64,13,0.002,0.001,normal,0.0,0.9579,14,12,0.633,0.9599,346.1,41.6
CELL_003,FR2-mmWave,8.49,9,0.028584,0.006415,normal,0.0,0.9958,14,34,0.634,0.9595,512.6,28.0
CELL_004,UMi,29.15,10,0.002206,0.001,jamming,0.8902,0.05,14,33,0.773,0.9065,645.0,54.7
CELL_005,NTN-LEO,23.81,27,0.002,0.001,normal,0.0,0.9648,14,22,0.657,0.9599,800.1,47.5
CELL_006,InH,4.87,10,1.2,0.424474,normal,0.0,0.9881,14,34,0.823,0.926,69.8,198.9
CELL_007,InH,24.08,22,0.076246,0.007981,jamming,0.707,0.05,14,27,0.254,0.9169,196.6,201.2
CELL_008,THz,7.03,10,0.003489,0.001255,normal,0.0,0.9648,14,11,0.657,0.9599,352.3,208.2
CELL_009,UMa,23.21,23,0.002,0.001,normal,0.0,0.9764,14,11,0.516,0.9599,498.6,198.2
CELL_010,NTN-LEO,19.02,6,0.019841,0.001385,jamming,0.8776,0.05,14,29,0.866,0.9072,649.7,190.9
CELL_011,UMi,15.55,31,0.002,0.001,normal,0.0,0.9896,14,30,0.821,0.9599,781.8,181.1
CELL_012,UMi,6.7,25,0.03146,0.007576,normal,0.0,0.9986,14,37,0.328,0.9594,40.0,344.4
CELL_013,FR2-mmWave,17.56,21,0.010643,0.002601,normal,0.0,0.9515,14,28,0.893,0.9598,216.4,346.1
CELL_014,InH,18.5,6,0.066372,0.015614,normal,0.0,0.9954,14,39,0.795,0.9588,361.3,373.2
CELL_015,NTN-LEO,17.54,31,0.002,0.001,normal,0.0,0.9836,14,23,0.771,0.9599,488.6,358.0
CELL_016,RMa,23.1,3,0.007677,0.001,normal,0.0,0.9577,14,8,0.715,0.9599,666.2,368.3
CELL_017,InH,-1.54,18,0.393871,0.09006,false_csi_injection,0.3353,0.6376,14,31,0.362,0.9327,778.4,347.8
CELL_018,InH,12.32,22,0.208341,0.0623,normal,0.0,0.9636,14,39,0.217,0.955,63.0,475.2
CELL_019,RMa,2.78,24,0.524264,0.145541,normal,0.0,0.9897,14,38,0.359,0.9484,171.8,487.4
CELL_020,NTN-LEO,-5.0,22,0.799034,0.257586,normal,0.0,0.981,14,27,0.202,0.9394,375.3,493.4
CELL_021,UMa,10.08,20,0.104591,0.021179,normal,0.0,0.9864,14,28,0.343,0.9583,505.3,521.5
CELL_022,RIS,-1.07,12,0.208933,0.081518,pilot_contamination,0.105,0.8723,14,25,0.725,0.9472,647.5,490.4
CELL_023,NTN-LEO,11.02,15,0.056319,0.010451,false_csi_injection,0.8425,0.1553,14,25,0.506,0.9086,800.2,510.5
CELL_000,NTN-LEO,16.07,21,0.772843,0.122538,normal,0.0,0.9915,15,37,0.363,0.9502,57.6,39.2
CELL_001,NTN-LEO,20.25,16,0.029829,0.005681,normal,0.0,0.9929,15,22,0.947,0.9595,199.4,41.7
CELL_002,RIS,14.6,1,0.002,0.001,data_poisoning,0.4417,0.5495,15,39,0.303,0.9334,369.9,63.1
CELL_003,RIS,18.28,20,0.08539,0.011282,jamming,0.7664,0.05,15,27,0.581,0.9131,505.2,53.8
CELL_004,THz,7.09,0,0.859223,0.308416,normal,0.0,0.9846,15,23,0.482,0.9353,678.0,74.6
CELL_005,FR2-mmWave,33.87,21,0.002,0.001,normal,0.0,0.9508,15,8,0.227,0.9599,801.2,41.6
CELL_006,UMa,0.46,21,0.165382,0.051632,normal,0.0,0.9608,15,28,0.781,0.9559,33.1,225.2
CELL_007,RMa,1.85,6,0.044385,0.013434,normal,0.0,0.9731,15,24,0.799,0.9589,209.7,180.3
CELL_008,UMi,2.69,5,1.182599,0.259976,pilot_contamination,0.512,0.3817,15,35,0.793,0.9085,357.2,216.1
CELL_009,NTN-LEO,-1.66,24,1.2,0.728774,normal,0.0,0.9859,15,38,0.768,0.9017,502.5,208.5
CELL_010,RMa,9.37,29,0.37801,0.081948,normal,0.0,0.9926,15,27,0.818,0.9534,651.3,206.8
CELL_011,THz,8.03,14,0.132514,0.029481,adversarial,0.6217,0.3741,15,12,0.404,0.9203,798.1,198.4
CELL_012,THz,16.87,3,0.002,0.001,normal,0.0,0.9828,15,29,0.858,0.9599,60.5,364.7
CELL_013,RIS,20.8,19,0.004641,0.001,normal,0.0,0.9895,15,19,0.505,0.9599,197.5,345.1
CELL_014,RIS,17.65,21,0.054937,0.013379,normal,0.0,0.9565,15,38,0.911,0.9589,345.4,341.1
CELL_015,UMa,18.19,5,0.00788,0.001,pilot_contamination,0.3591,0.5417,15,13,0.267,0.9384,498.8,327.7
CELL_016,UMa,9.04,20,0.006896,0.001506,normal,0.0,0.9848,15,24,0.287,0.9599,649.8,337.7
CELL_017,FR2-mmWave,26.42,29,0.002,0.001,normal,0.0,0.9851,15,13,0.655,0.9599,798.0,362.8
CELL_018,UMi,16.5,20,0.184009,0.031863,normal,0.0,0.9805,15,20,0.662,0.9575,55.4,492.7
CELL_019,RIS,5.63,1,0.197768,0.074487,normal,0.0,0.9942,15,26,0.332,0.954,196.7,499.8
CELL_020,FR2-mmWave,4.36,25,0.130705,0.036245,pilot_contamination,0.1169,0.8529,15,32,0.418,0.9501,363.3,494.6
CELL_021,UMa,20.58,24,0.017907,0.002318,normal,0.0,0.9909,15,37,0.801,0.9598,495.0,485.4
CELL_022,FR2-mmWave,18.86,18,0.009023,0.001811,normal,0.0,0.9984,15,13,0.441,0.9599,656.0,520.3
CELL_023,UMa,19.0,16,0.002,0.001,normal,0.0,0.986,15,28,0.571,0.9599,800.9,496.7
CELL_000,NTN-LEO,-0.5,10,0.456252,0.140256,normal,0.0,0.9507,16,34,0.794,0.9488,40.9,59.4
CELL_001,FR2-mmWave,10.3,10,0.092838,0.01907,normal,0.0,0.9513,16,18,0.529,0.9585,198.9,50.1
CELL_002,RIS,7.29,19,0.114987,0.019394,data_poisoning,0.9145,0.0748,16,22,0.644,0.9036,349.3,63.8
CELL_003,FR2-mmWave,2.76,31,0.003686,0.001521,normal,0.0,0.9528,16,12,0.319,0.9599,518.3,37.5
CELL_004,UMa,15.97,11,0.076062,0.008376,false_csi_injection,0.6464,0.3211,16,12,0.392,0.9205,625.6,37.1
CELL_005,RMa,8.49,9,0.010092,0.002198,normal,0.0,0.979,16,22,0.882,0.9598,802.3,58.3
CELL_006,FR2-mmWave,32.82,0,0.006082,0.001,normal,0.0,0.959,16,35,0.92,0.9599,43.2,188.9
CELL_007,UMi,18.1,2,0.012005,0.001295,jamming,0.6527,0.0634,16,9,0.524,0.9207,214.2,197.5
CELL_008,THz,12.32,22,0.011465,0.003428,normal,0.0,0.9768,16,20,0.776,0.9597,359.8,172.5
CELL_009,NTN-LEO,26.66,28,0.002,0.001,normal,0.0,0.9762,16,28,0.754,0.9599,505.0,183.9
CELL_010,THz,-2.94,6,0.129585,0.058171,normal,0.0,0.9847,16,19,0.62,0.9553,656.1,204.4
CELL_011,FR2-mmWave,14.02,11,0.04106,0.007106,normal,0.0,0.9977,16,30,0.947,0.9594,783.0,194.0
CELL_012,InH,2.07,19,0.095718,0.028216,false_csi_injection,0.4305,0.5377,16,35,0.787,0.9319,35.2,342.2
CELL_013,THz,10.46,11,0.002,0.001,normal,0.0,0.9871,16,27,0.472,0.9599,185.7,363.7
CELL_014,THz,-2.17,26,0.70026,0.181479,pilot_contamination,0.7747,0.05,16,20,0.481,0.899,349.1,347.2
CELL_015,THz,7.59,29,0.002,0.001,normal,0.0,0.9573,16,30,0.752,0.9599,485.5,346.8
CELL_016,THz,10.83,27,1.2,0.543791,pilot_contamination,0.7233,0.0853,16,19,0.908,0.8731,635.4,352.9
CELL_017,THz,9.31,6,0.002,0.001,normal,0.0,0.9536,16,29,0.506,0.9599,792.0,364.2
CELL_018,RIS,5.78,24,0.312611,0.078419,normal,0.0,0.9882,16,10,0.433,0.9537,60.1,491.1
CELL_019,FR2-mmWave,13.83,26,0.004618,0.001037,normal,0.0,0.9748,16,12,0.52,0.9599,204.2,474.0
CELL_020,NTN-LEO,6.17,17,0.011007,0.002672,normal,0.0,0.9899,16,10,0.437,0.9598,362.4,514.2
CELL_021,UMa,8.82,15,0.221454,0.049996,normal,0.0,0.9574,16,25,0.345,0.956,510.2,499.9
CELL_022,InH,3.25,9,0.002,0.001,normal,0.0,0.9574,16,26,0.62,0.9599,639.9,499.0
CELL_023,THz,-1.43,5,0.62734,0.281613,normal,0.0,0.9513,16,34,0.571,0.9375,795.5,513.1
CELL_000,NTN-LEO,16.96,16,0.002,0.001,normal,0.0,0.9948,17,36,0.496,0.9599,29.8,33.2
CELL_001,FR2-mmWave,10.88,7,0.216196,0.043746,normal,0.0,0.9851,17,17,0.449,0.9565,205.5,37.4
CELL_002,InH,6.69,17,0.003083,0.001,pilot_contamination,0.5033,0.3892,17,38,0.375,0.9297,351.6,61.0
CELL_003,UMa,8.84,26,0.429947,0.091935,normal,0.0,0.9746,17,27,0.317,0.9526,499.6,58.0
CELL_004,UMi,13.08,1,0.002,0.001,normal,0.0,0.9652,17,29,0.317,0.9599,655.8,56.0
CELL_005,UMa,4.87,24,0.405811,0.113101,normal,0.0,0.9702,17,22,0.29,0.951,779.7,61.4
CELL_006,NTN-LEO,24.0,17,0.002,0.001,normal,0.0,0.9635,17,25,0.95,0.9599,53.7,187.0
CELL_007,RMa,9.13,31,0.014186,0.003332,normal,0.0,0.9976,17,21,0.487,0.9597,194.4,214.0
CELL_008,UMa,24.08,20,0.078738,0.007913,normal,0.0,0.9831,17,30,0.246,0.9594,356.6,207.5
CELL_009,UMa,17.57,20,0.002,0.001,normal,0.0,0.9942,17,27,0.202,0.9599,499.6,211.1
CELL_010,THz,16.91,6,0.005587,0.001402,normal,0.0,0.9743,17,11,0.321,0.9599,658.6,195.5
CELL_011,RMa,10.59,2,0.219365,0.023974,jamming,0.8239,0.05,17,34,0.29,0.9086,805.6,205.9
CELL_012,UMa,30.42,24,0.002,0.001,jamming,0.3568,0.4589,17,38,0.359,0.9385,52.7,325.3
CELL_013,RIS,1.72,26,0.142115,0.060557,normal,0.0,0.9669,17,39,0.915,0.9552,205.4,349.6
CELL_014,UMa,25.94,27,0.067865,0.0036,pilot_contamination,0.7293,0.0946,17,15,0.857,0.916,354.1,349.0
CELL_015,RMa,14.51,12,0.117731,0.01212,jamming,0.5229,0.2458,17,16,0.784,0.9277,507.0,355.8
CELL_016,InH,2.77,16,0.437207,0.137341,csi_spoofing,0.29,0.7052,17,11,0.594,0.9316,661.6,351.8
CELL_017,FR2-mmWave,7.24,21,0.006535,0.001545,normal,0.0,0.9976,17,9,0.331,0.9599,802.7,351.7
CELL_018,FR2-mmWave,30.02,7,0.014886,0.001953,normal,0.0,0.9713,17,20,0.364,0.9598,42.4,492.7
CELL_019,NTN-LEO,-4.01,13,0.18292,0.058968,normal,0.0,0.9823,17,17,0.485,0.9553,207.2,505.8
CELL_020,RMa,8.66,4,0.248521,0.053478,normal,0.0,0.9745,17,14,0.842,0.9557,360.6,515.0
CELL_021,UMa,23.66,22,0.002,0.001,normal,0.0,0.9885,17,12,0.596,0.9599,514.1,499.1
CELL_022,THz,2.36,4,0.569096,0.103003,pilot_contamination,0.7489,0.0859,17,29,0.502,0.9068,636.0,500.6
CELL_023,RIS,11.99,18,0.632936,0.121959,csi_spoofing,0.6333,0.3179,17,13,0.47,0.9122,785.2,509.9
CELL_000,RIS,13.73,28,0.002,0.001,normal,0.0,0.9655,18,36,0.593,0.9599,47.8,36.4
CELL_001,UMa,-2.59,17,0.346344,0.105278,normal,0.0,0.9607,18,16,0.775,0.9516,202.7,38.1
CELL_002,FR2-mmWave,18.78,23,0.013842,0.002788,normal,0.0,0.9594,18,23,0.518,0.9598,347.1,45.8
CELL_003,UMi,5.74,17,0.105983,0.026538,normal,0.0,0.9925,18,35,0.498,0.9579,496.3,38.1
CELL_004,RIS,13.36,2,0.025533,0.002864,csi_spoofing,0.7,0.282,18,13,0.521,0.9178,641.4,53.2
CELL_005,UMi,7.06,5,0.143573,0.034082,normal,0.0,0.9584,18,24,0.907,0.9573,799.3,58.0
CELL_006,FR2-mmWave,6.6,19,0.008773,0.003201,normal,0.0,0.9767,18,39,0.485,0.9597,54.1,192.2
CELL_007,THz,16.59,13,0.00263,0.001,normal,0.0,0.9919,18,25,0.751,0.9599,195.7,199.2
CELL_008,RIS,9.82,18,0.008512,0.002783,normal,0.0,0.9731,18,34,0.657,0.9598,356.3,204.6
CELL_009,RIS,6.41,23,0.003106,0.001,csi_spoofing,0.7866,0.1728,18,23,0.813,0.9127,503.1,197.9
CELL_010,RIS,30.55,14,0.002,0.001,normal,0.0,0.9916,18,36,0.392,0.9599,653.0,202.9
CELL_011,FR2-mmWave,18.52,8,0.013055,0.003068,normal,0.0,0.9725,18,16,0.59,0.9598,781.0,183.9
CELL_012,THz,18.71,11,0.002,0.001,normal,0.0,0.9734,18,11,0.601,0.9599,57.6,355.5
CELL_013,RMa,-5.0,7,0.334143,0.101135,normal,0.0,0.9529,18,10,0.764,0.9519,205.4,341.9
CELL_014,InH,14.52,10,0.0043,0.001,normal,0.0,0.9792,18,35,0.435,0.9599,338.9,357.1
CELL_015,THz,14.88,17,0.365925,0.05666,false_csi_injection,0.977,0.05,18,10,0.458,0.8968,494.6,346.0
CELL_016,RMa,9.32,2,1.186793,0.252779,normal,0.0,0.9683,18,39,0.463,0.9398,639.6,339.0
CELL_017,NTN-LEO,-0.36,30,0.286555,0.116966,normal,0.0,0.9645,18,38,0.589,0.9506,799.2,350.9
CELL_018,THz,6.48,16,0.009762,0.003576,normal,0.0,0.9583,18,12,0.672,0.9597,59.9,492.2
CELL_019,UMa,15.78,14,0.002,0.001,csi_spoofing,0.758,0.2224,18,28,0.781,0.9144,207.3,498.3
CELL_020,UMi,5.35,1,0.250298,0.069683,normal,0.0,0.9903,18,36,0.431,0.9544,345.9,483.9
CELL_021,FR2-mmWave,28.13,3,0.002,0.001,normal,0.0,0.9593,18,29,0.221,0.9599,495.8,515.5
CELL_022,InH,5.37,29,0.002692,0.001,normal,0.0,0.9649,18,32,0.645,0.9599,631.8,484.0
CELL_023,UMi,16.48,1,0.092706,0.014207,normal,0.0,0.9504,18,9,0.635,0.9589,791.7,499.9
CELL_000,NTN-LEO,16.9,15,0.22099,0.036094,pilot_contamination,0.2782,0.6197,19,15,0.227,0.9404,43.4,69.8
CELL_001,NTN-LEO,9.42,24,0.01275,0.002654,normal,0.0,0.9616,19,10,0.219,0.9598,179.8,59.6
